<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,18/10/18,10:57,115460.0,115570.0,115460.0,115470.0,1546
SPFB.RTS-12.18,1,18/10/18,10:58,115470.0,115480.0,115410.0,115440.0,535
SPFB.RTS-12.18,1,18/10/18,10:59,115440.0,115480.0,115420.0,115460.0,481
SPFB.RTS-12.18,1,18/10/18,11:00,115460.0,115510.0,115450.0,115450.0,517
SPFB.RTS-12.18,1,18/10/18,11:01,115460.0,115530.0,115460.0,115500.0,1092
SPFB.RTS-12.18,1,18/10/18,11:02,115490.0,115500.0,115420.0,115440.0,459
SPFB.RTS-12.18,1,18/10/18,11:03,115440.0,115480.0,115430.0,115470.0,463
SPFB.RTS-12.18,1,18/10/18,11:04,115480.0,115490.0,115440.0,115440.0,153
SPFB.RTS-12.18,1,18/10/18,11:05,115440.0,115440.0,115350.0,115380.0,993
SPFB.RTS-12.18,1,18/10/18,11:06,115390.0,115410.0,115350.0,115350.0,309
SPFB.RTS-12.18,1,18/10/18,11:07,115350.0,115350.0,115220.0,115230.0,2027
SPFB.RTS-12.18,1,18/10/18,11:08,115250.0,115290.0,115240.0,115250.0,558
SPFB.RTS-12.18,1,18/10/18,11:09,115240.0,115260.0,115220.0,115250.0,332
SPFB.RTS-12.18,1,18/10/18,11:10,115260.0,115290.0,115240.0,115250.0,261
SPFB.RTS-12.18,1,18/10/18,11:11,115240.0,115280.0,115240.0,115280.0,259
SPFB.RTS-12.18,1,18/10/18,11:12,115280.0,115290.0,115250.0,115250.0,215
SPFB.RTS-12.18,1,18/10/18,11:13,115240.0,115270.0,115150.0,115170.0,1011
SPFB.RTS-12.18,1,18/10/18,11:14,115190.0,115240.0,115180.0,115240.0,295
SPFB.RTS-12.18,1,18/10/18,11:15,115230.0,115270.0,115190.0,115200.0,481
SPFB.RTS-12.18,1,18/10/18,11:16,115200.0,115270.0,115190.0,115250.0,432
SPFB.RTS-12.18,1,18/10/18,11:17,115240.0,115280.0,115220.0,115270.0,167
SPFB.RTS-12.18,1,18/10/18,11:18,115270.0,115270.0,115170.0,115190.0,303
SPFB.RTS-12.18,1,18/10/18,11:19,115180.0,115220.0,115120.0,115170.0,593
SPFB.RTS-12.18,1,18/10/18,11:20,115150.0,115200.0,115130.0,115190.0,428
SPFB.RTS-12.18,1,18/10/18,11:21,115190.0,115240.0,115180.0,115190.0,343
SPFB.RTS-12.18,1,18/10/18,11:22,115200.0,115230.0,115140.0,115140.0,323
SPFB.RTS-12.18,1,18/10/18,11:23,115140.0,115250.0,115140.0,115250.0,241
SPFB.RTS-12.18,1,18/10/18,11:24,115250.0,115250.0,115150.0,115150.0,370
SPFB.RTS-12.18,1,18/10/18,11:25,115160.0,115160.0,115120.0,115140.0,322
SPFB.RTS-12.18,1,18/10/18,11:26,115140.0,115220.0,115140.0,115200.0,226
SPFB.RTS-12.18,1,18/10/18,11:27,115200.0,115210.0,115180.0,115190.0,122
SPFB.RTS-12.18,1,18/10/18,11:28,115190.0,115200.0,115150.0,115180.0,262
SPFB.RTS-12.18,1,18/10/18,11:29,115170.0,115230.0,115150.0,115200.0,444
SPFB.RTS-12.18,1,18/10/18,11:30,115190.0,115280.0,115190.0,115260.0,499
SPFB.RTS-12.18,1,18/10/18,11:31,115260.0,115260.0,115170.0,115190.0,415
SPFB.RTS-12.18,1,18/10/18,11:32,115180.0,115220.0,115180.0,115190.0,82
SPFB.RTS-12.18,1,18/10/18,11:33,115190.0,115200.0,115160.0,115160.0,224
SPFB.RTS-12.18,1,18/10/18,11:34,115170.0,115210.0,115170.0,115190.0,121
SPFB.RTS-12.18,1,18/10/18,11:35,115180.0,115190.0,115130.0,115160.0,359
SPFB.RTS-12.18,1,18/10/18,11:36,115160.0,115190.0,115160.0,115180.0,102
SPFB.RTS-12.18,1,18/10/18,11:37,115170.0,115200.0,115160.0,115180.0,158
SPFB.RTS-12.18,1,18/10/18,11:38,115200.0,115240.0,115190.0,115210.0,260
SPFB.RTS-12.18,1,18/10/18,11:39,115220.0,115220.0,115080.0,115160.0,1052
SPFB.RTS-12.18,1,18/10/18,11:40,115150.0,115180.0,115120.0,115180.0,292
SPFB.RTS-12.18,1,18/10/18,11:41,115190.0,115190.0,115110.0,115190.0,630
SPFB.RTS-12.18,1,18/10/18,11:42,115180.0,115200.0,115160.0,115180.0,152
SPFB.RTS-12.18,1,18/10/18,11:43,115200.0,115210.0,115160.0,115200.0,245
SPFB.RTS-12.18,1,18/10/18,11:44,115190.0,115190.0,115170.0,115180.0,63
SPFB.RTS-12.18,1,18/10/18,11:45,115180.0,115200.0,115160.0,115160.0,128
SPFB.RTS-12.18,1,18/10/18,11:46,115160.0,115180.0,115080.0,115080.0,630
SPFB.RTS-12.18,1,18/10/18,11:47,115080.0,115100.0,115050.0,115060.0,1198
SPFB.RTS-12.18,1,18/10/18,11:48,115070.0,115110.0,115050.0,115100.0,417
SPFB.RTS-12.18,1,18/10/18,11:49,115100.0,115130.0,115090.0,115130.0,439
SPFB.RTS-12.18,1,18/10/18,11:50,115120.0,115160.0,115100.0,115110.0,422
SPFB.RTS-12.18,1,18/10/18,11:51,115110.0,115200.0,115100.0,115180.0,751
SPFB.RTS-12.18,1,18/10/18,11:52,115170.0,115190.0,115130.0,115160.0,457
SPFB.RTS-12.18,1,18/10/18,11:53,115170.0,115200.0,115150.0,115190.0,365
SPFB.RTS-12.18,1,18/10/18,11:54,115180.0,115200.0,115170.0,115200.0,235
SPFB.RTS-12.18,1,18/10/18,11:55,115200.0,115250.0,115170.0,115200.0,485
SPFB.RTS-12.18,1,18/10/18,11:56,115200.0,115210.0,115150.0,115180.0,224
SPFB.RTS-12.18,1,18/10/18,11:57,115180.0,115180.0,115110.0,115130.0,363
SPFB.RTS-12.18,1,18/10/18,11:58,115150.0,115160.0,115120.0,115140.0,204
SPFB.RTS-12.18,1,18/10/18,11:59,115150.0,115150.0,115030.0,115040.0,852
SPFB.RTS-12.18,1,18/10/18,12:00,115060.0,115070.0,115030.0,115030.0,307
SPFB.RTS-12.18,1,18/10/18,12:01,115050.0,115090.0,115030.0,115060.0,880
SPFB.RTS-12.18,1,18/10/18,12:02,115060.0,115130.0,115020.0,115120.0,1412
SPFB.RTS-12.18,1,18/10/18,12:03,115120.0,115140.0,115100.0,115110.0,557
SPFB.RTS-12.18,1,18/10/18,12:04,115110.0,115110.0,115050.0,115060.0,404
SPFB.RTS-12.18,1,18/10/18,12:05,115060.0,115130.0,115060.0,115110.0,368
SPFB.RTS-12.18,1,18/10/18,12:06,115120.0,115140.0,115100.0,115120.0,184
SPFB.RTS-12.18,1,18/10/18,12:07,115110.0,115190.0,115110.0,115150.0,471
SPFB.RTS-12.18,1,18/10/18,12:08,115170.0,115220.0,115150.0,115220.0,440
SPFB.RTS-12.18,1,18/10/18,12:09,115220.0,115230.0,115180.0,115200.0,489
SPFB.RTS-12.18,1,18/10/18,12:10,115200.0,115260.0,115200.0,115230.0,943
SPFB.RTS-12.18,1,18/10/18,12:11,115220.0,115260.0,115190.0,115260.0,535
SPFB.RTS-12.18,1,18/10/18,12:12,115250.0,115260.0,115220.0,115240.0,190
SPFB.RTS-12.18,1,18/10/18,12:13,115240.0,115330.0,115240.0,115270.0,938
SPFB.RTS-12.18,1,18/10/18,12:14,115270.0,115270.0,115150.0,115160.0,615
SPFB.RTS-12.18,1,18/10/18,12:15,115170.0,115240.0,115160.0,115230.0,374
SPFB.RTS-12.18,1,18/10/18,12:16,115240.0,115260.0,115180.0,115190.0,499
SPFB.RTS-12.18,1,18/10/18,12:17,115190.0,115230.0,115170.0,115190.0,398
SPFB.RTS-12.18,1,18/10/18,12:18,115180.0,115250.0,115180.0,115250.0,624
SPFB.RTS-12.18,1,18/10/18,12:19,115240.0,115260.0,115190.0,115240.0,311
SPFB.RTS-12.18,1,18/10/18,12:20,115240.0,115310.0,115230.0,115240.0,456
SPFB.RTS-12.18,1,18/10/18,12:21,115240.0,115240.0,115190.0,115220.0,419
SPFB.RTS-12.18,1,18/10/18,12:22,115220.0,115230.0,115140.0,115180.0,608
SPFB.RTS-12.18,1,18/10/18,12:23,115170.0,115180.0,115130.0,115130.0,309
SPFB.RTS-12.18,1,18/10/18,12:24,115130.0,115200.0,115130.0,115200.0,314
SPFB.RTS-12.18,1,18/10/18,12:25,115190.0,115190.0,115130.0,115170.0,212
SPFB.RTS-12.18,1,18/10/18,12:26,115170.0,115220.0,115160.0,115200.0,191
SPFB.RTS-12.18,1,18/10/18,12:27,115190.0,115190.0,115140.0,115140.0,140
SPFB.RTS-12.18,1,18/10/18,12:28,115140.0,115180.0,115110.0,115180.0,341
SPFB.RTS-12.18,1,18/10/18,12:29,115190.0,115200.0,115130.0,115160.0,231
SPFB.RTS-12.18,1,18/10/18,12:30,115160.0,115160.0,115120.0,115130.0,214
SPFB.RTS-12.18,1,18/10/18,12:31,115140.0,115200.0,115140.0,115150.0,239
SPFB.RTS-12.18,1,18/10/18,12:32,115150.0,115180.0,115150.0,115150.0,80
SPFB.RTS-12.18,1,18/10/18,12:33,115170.0,115180.0,115150.0,115170.0,112
SPFB.RTS-12.18,1,18/10/18,12:34,115180.0,115180.0,115110.0,115120.0,292
SPFB.RTS-12.18,1,18/10/18,12:35,115120.0,115140.0,115070.0,115130.0,363
SPFB.RTS-12.18,1,18/10/18,12:36,115130.0,115130.0,115100.0,115110.0,108
SPFB.RTS-12.18,1,18/10/18,12:37,115120.0,115130.0,115050.0,115050.0,357
SPFB.RTS-12.18,1,18/10/18,12:38,115050.0,115070.0,115000.0,115000.0,1147
SPFB.RTS-12.18,1,18/10/18,12:39,115000.0,115040.0,115000.0,115040.0,451
SPFB.RTS-12.18,1,18/10/18,12:40,115040.0,115050.0,115000.0,115000.0,307
SPFB.RTS-12.18,1,18/10/18,12:41,115000.0,115080.0,115000.0,115070.0,682
SPFB.RTS-12.18,1,18/10/18,12:42,115060.0,115100.0,115040.0,115060.0,265
SPFB.RTS-12.18,1,18/10/18,12:43,115060.0,115090.0,115060.0,115060.0,176
SPFB.RTS-12.18,1,18/10/18,12:44,115070.0,115090.0,115050.0,115070.0,72
SPFB.RTS-12.18,1,18/10/18,12:45,115060.0,115160.0,115060.0,115120.0,532
SPFB.RTS-12.18,1,18/10/18,12:46,115100.0,115170.0,115100.0,115170.0,187
SPFB.RTS-12.18,1,18/10/18,12:47,115160.0,115200.0,115150.0,115180.0,515
SPFB.RTS-12.18,1,18/10/18,12:48,115190.0,115430.0,115170.0,115400.0,2020
SPFB.RTS-12.18,1,18/10/18,12:49,115410.0,115410.0,115330.0,115370.0,1125
SPFB.RTS-12.18,1,18/10/18,12:50,115380.0,115380.0,115350.0,115350.0,508
SPFB.RTS-12.18,1,18/10/18,12:51,115350.0,115420.0,115340.0,115420.0,534
SPFB.RTS-12.18,1,18/10/18,12:52,115410.0,115650.0,115400.0,115520.0,3543
SPFB.RTS-12.18,1,18/10/18,12:53,115520.0,115600.0,115500.0,115530.0,907
SPFB.RTS-12.18,1,18/10/18,12:54,115540.0,115600.0,115520.0,115550.0,527
SPFB.RTS-12.18,1,18/10/18,12:55,115550.0,115600.0,115550.0,115570.0,356
SPFB.RTS-12.18,1,18/10/18,12:56,115570.0,115580.0,115510.0,115550.0,723
SPFB.RTS-12.18,1,18/10/18,12:57,115560.0,115590.0,115510.0,115510.0,517
SPFB.RTS-12.18,1,18/10/18,12:58,115510.0,115550.0,115510.0,115510.0,319
SPFB.RTS-12.18,1,18/10/18,12:59,115510.0,115510.0,115410.0,115440.0,904
SPFB.RTS-12.18,1,18/10/18,13:00,115430.0,115490.0,115430.0,115460.0,314
SPFB.RTS-12.18,1,18/10/18,13:01,115460.0,115490.0,115430.0,115430.0,324
SPFB.RTS-12.18,1,18/10/18,13:02,115430.0,115470.0,115350.0,115360.0,740
SPFB.RTS-12.18,1,18/10/18,13:03,115360.0,115360.0,115270.0,115290.0,1224
SPFB.RTS-12.18,1,18/10/18,13:04,115290.0,115310.0,115270.0,115280.0,476
SPFB.RTS-12.18,1,18/10/18,13:05,115270.0,115290.0,115240.0,115270.0,328
SPFB.RTS-12.18,1,18/10/18,13:06,115270.0,115320.0,115260.0,115290.0,212
SPFB.RTS-12.18,1,18/10/18,13:07,115290.0,115300.0,115210.0,115220.0,282
SPFB.RTS-12.18,1,18/10/18,13:08,115230.0,115260.0,115170.0,115230.0,907
SPFB.RTS-12.18,1,18/10/18,13:09,115230.0,115240.0,115200.0,115220.0,78
SPFB.RTS-12.18,1,18/10/18,13:10,115200.0,115210.0,115180.0,115200.0,242
SPFB.RTS-12.18,1,18/10/18,13:11,115220.0,115240.0,115200.0,115220.0,137
SPFB.RTS-12.18,1,18/10/18,13:12,115220.0,115220.0,115180.0,115210.0,141
SPFB.RTS-12.18,1,18/10/18,13:13,115200.0,115240.0,115200.0,115230.0,105
SPFB.RTS-12.18,1,18/10/18,13:14,115230.0,115240.0,115170.0,115180.0,219
SPFB.RTS-12.18,1,18/10/18,13:15,115180.0,115210.0,115160.0,115160.0,243
SPFB.RTS-12.18,1,18/10/18,13:16,115160.0,115200.0,115150.0,115170.0,445
SPFB.RTS-12.18,1,18/10/18,13:17,115180.0,115200.0,115160.0,115190.0,303
SPFB.RTS-12.18,1,18/10/18,13:18,115180.0,115180.0,115110.0,115110.0,325
SPFB.RTS-12.18,1,18/10/18,13:19,115110.0,115130.0,115070.0,115090.0,564
SPFB.RTS-12.18,1,18/10/18,13:20,115080.0,115120.0,115080.0,115090.0,247
SPFB.RTS-12.18,1,18/10/18,13:21,115090.0,115170.0,115080.0,115150.0,580
SPFB.RTS-12.18,1,18/10/18,13:22,115150.0,115180.0,115130.0,115170.0,297
SPFB.RTS-12.18,1,18/10/18,13:23,115180.0,115200.0,115130.0,115160.0,350
SPFB.RTS-12.18,1,18/10/18,13:24,115170.0,115170.0,115120.0,115160.0,121
SPFB.RTS-12.18,1,18/10/18,13:25,115160.0,115180.0,115160.0,115170.0,126
SPFB.RTS-12.18,1,18/10/18,13:26,115160.0,115180.0,115120.0,115170.0,158
SPFB.RTS-12.18,1,18/10/18,13:27,115170.0,115180.0,115140.0,115150.0,91
SPFB.RTS-12.18,1,18/10/18,13:28,115150.0,115170.0,115140.0,115140.0,121
SPFB.RTS-12.18,1,18/10/18,13:29,115160.0,115170.0,115140.0,115140.0,227
SPFB.RTS-12.18,1,18/10/18,13:30,115140.0,115150.0,115100.0,115140.0,321
SPFB.RTS-12.18,1,18/10/18,13:31,115140.0,115170.0,115110.0,115160.0,455
SPFB.RTS-12.18,1,18/10/18,13:32,115160.0,115170.0,115110.0,115120.0,288
SPFB.RTS-12.18,1,18/10/18,13:33,115120.0,115140.0,115080.0,115080.0,310
SPFB.RTS-12.18,1,18/10/18,13:34,115070.0,115070.0,114890.0,114940.0,2824
SPFB.RTS-12.18,1,18/10/18,13:35,114930.0,114980.0,114930.0,114950.0,386
SPFB.RTS-12.18,1,18/10/18,13:36,114960.0,114990.0,114930.0,114950.0,401
SPFB.RTS-12.18,1,18/10/18,13:37,114950.0,114980.0,114940.0,114970.0,253
SPFB.RTS-12.18,1,18/10/18,13:38,114970.0,115000.0,114960.0,114990.0,283
SPFB.RTS-12.18,1,18/10/18,13:39,114990.0,115000.0,114950.0,114950.0,283
SPFB.RTS-12.18,1,18/10/18,13:40,114960.0,114970.0,114940.0,114950.0,226
SPFB.RTS-12.18,1,18/10/18,13:41,114940.0,114950.0,114800.0,114900.0,3221
SPFB.RTS-12.18,1,18/10/18,13:42,114900.0,114920.0,114870.0,114900.0,464
SPFB.RTS-12.18,1,18/10/18,13:43,114910.0,115000.0,114880.0,115000.0,756
SPFB.RTS-12.18,1,18/10/18,13:44,115000.0,115030.0,114960.0,115010.0,789
SPFB.RTS-12.18,1,18/10/18,13:45,115020.0,115020.0,114950.0,114990.0,197
SPFB.RTS-12.18,1,18/10/18,13:46,114980.0,115010.0,114970.0,114990.0,206
SPFB.RTS-12.18,1,18/10/18,13:47,115000.0,115010.0,114970.0,114980.0,228
SPFB.RTS-12.18,1,18/10/18,13:48,114980.0,114990.0,114940.0,114980.0,168
SPFB.RTS-12.18,1,18/10/18,13:49,114990.0,115020.0,114960.0,114980.0,153
SPFB.RTS-12.18,1,18/10/18,13:50,114970.0,114970.0,114880.0,114930.0,491
SPFB.RTS-12.18,1,18/10/18,13:51,114940.0,114970.0,114910.0,114940.0,346
SPFB.RTS-12.18,1,18/10/18,13:52,114940.0,114970.0,114930.0,114950.0,194
SPFB.RTS-12.18,1,18/10/18,13:53,114970.0,114980.0,114940.0,114940.0,154
SPFB.RTS-12.18,1,18/10/18,13:54,114940.0,114960.0,114920.0,114960.0,100
SPFB.RTS-12.18,1,18/10/18,13:55,114950.0,114950.0,114920.0,114940.0,129
SPFB.RTS-12.18,1,18/10/18,13:56,114940.0,114950.0,114920.0,114930.0,114
SPFB.RTS-12.18,1,18/10/18,13:57,114930.0,114930.0,114890.0,114910.0,166
SPFB.RTS-12.18,1,18/10/18,13:58,114900.0,114900.0,114860.0,114880.0,201
SPFB.RTS-12.18,1,18/10/18,13:59,114880.0,114890.0,114840.0,114850.0,277
SPFB.RTS-12.18,1,18/10/18,14:00,114860.0,114860.0,114510.0,114710.0,4271
SPFB.RTS-12.18,1,18/10/18,14:06,114710.0,114800.0,114650.0,114690.0,1344
SPFB.RTS-12.18,1,18/10/18,14:07,114690.0,114690.0,114580.0,114610.0,576
SPFB.RTS-12.18,1,18/10/18,14:08,114600.0,114690.0,114590.0,114690.0,734
SPFB.RTS-12.18,1,18/10/18,14:09,114690.0,114750.0,114670.0,114730.0,639
SPFB.RTS-12.18,1,18/10/18,14:10,114720.0,114890.0,114720.0,114860.0,1118
SPFB.RTS-12.18,1,18/10/18,14:11,114850.0,114880.0,114800.0,114800.0,544
SPFB.RTS-12.18,1,18/10/18,14:12,114800.0,114820.0,114750.0,114750.0,343
SPFB.RTS-12.18,1,18/10/18,14:13,114770.0,114810.0,114770.0,114800.0,272
SPFB.RTS-12.18,1,18/10/18,14:14,114810.0,114850.0,114770.0,114810.0,549
SPFB.RTS-12.18,1,18/10/18,14:15,114810.0,114820.0,114760.0,114790.0,196
SPFB.RTS-12.18,1,18/10/18,14:16,114780.0,114860.0,114770.0,114830.0,242
SPFB.RTS-12.18,1,18/10/18,14:17,114830.0,114850.0,114810.0,114820.0,176
SPFB.RTS-12.18,1,18/10/18,14:18,114820.0,114850.0,114810.0,114820.0,181
SPFB.RTS-12.18,1,18/10/18,14:19,114810.0,114820.0,114770.0,114800.0,270
SPFB.RTS-12.18,1,18/10/18,14:20,114800.0,114810.0,114740.0,114750.0,210
SPFB.RTS-12.18,1,18/10/18,14:21,114740.0,114780.0,114730.0,114760.0,150
SPFB.RTS-12.18,1,18/10/18,14:22,114750.0,114810.0,114750.0,114810.0,165
SPFB.RTS-12.18,1,18/10/18,14:23,114810.0,114820.0,114790.0,114820.0,95
SPFB.RTS-12.18,1,18/10/18,14:24,114830.0,114850.0,114820.0,114840.0,147
SPFB.RTS-12.18,1,18/10/18,14:25,114850.0,114860.0,114840.0,114860.0,114
SPFB.RTS-12.18,1,18/10/18,14:26,114860.0,114870.0,114790.0,114790.0,322
SPFB.RTS-12.18,1,18/10/18,14:27,114800.0,114830.0,114780.0,114830.0,157
SPFB.RTS-12.18,1,18/10/18,14:28,114820.0,114830.0,114720.0,114720.0,381
SPFB.RTS-12.18,1,18/10/18,14:29,114740.0,114800.0,114740.0,114790.0,221
SPFB.RTS-12.18,1,18/10/18,14:30,114790.0,114810.0,114780.0,114810.0,66
SPFB.RTS-12.18,1,18/10/18,14:31,114800.0,114830.0,114770.0,114830.0,170
SPFB.RTS-12.18,1,18/10/18,14:32,114820.0,114850.0,114800.0,114850.0,233
SPFB.RTS-12.18,1,18/10/18,14:33,114840.0,114860.0,114820.0,114850.0,154
SPFB.RTS-12.18,1,18/10/18,14:34,114850.0,114950.0,114820.0,114860.0,1265
SPFB.RTS-12.18,1,18/10/18,14:35,114870.0,114890.0,114830.0,114850.0,416
SPFB.RTS-12.18,1,18/10/18,14:36,114850.0,114860.0,114770.0,114790.0,314
SPFB.RTS-12.18,1,18/10/18,14:37,114780.0,114780.0,114670.0,114710.0,1092
SPFB.RTS-12.18,1,18/10/18,14:38,114720.0,114750.0,114710.0,114750.0,280
SPFB.RTS-12.18,1,18/10/18,14:39,114730.0,114750.0,114720.0,114740.0,140
SPFB.RTS-12.18,1,18/10/18,14:40,114750.0,114790.0,114690.0,114710.0,713
SPFB.RTS-12.18,1,18/10/18,14:41,114700.0,114740.0,114670.0,114700.0,719
SPFB.RTS-12.18,1,18/10/18,14:42,114700.0,114730.0,114630.0,114630.0,922
SPFB.RTS-12.18,1,18/10/18,14:43,114640.0,114640.0,114560.0,114580.0,1352
SPFB.RTS-12.18,1,18/10/18,14:44,114580.0,114590.0,114510.0,114550.0,1314
SPFB.RTS-12.18,1,18/10/18,14:45,114550.0,114560.0,114520.0,114530.0,768
SPFB.RTS-12.18,1,18/10/18,14:46,114520.0,114570.0,114510.0,114560.0,400
SPFB.RTS-12.18,1,18/10/18,14:47,114570.0,114630.0,114550.0,114580.0,600
SPFB.RTS-12.18,1,18/10/18,14:48,114570.0,114600.0,114570.0,114580.0,261
SPFB.RTS-12.18,1,18/10/18,14:49,114590.0,114630.0,114580.0,114590.0,212
SPFB.RTS-12.18,1,18/10/18,14:50,114580.0,114630.0,114560.0,114610.0,158
SPFB.RTS-12.18,1,18/10/18,14:51,114600.0,114630.0,114590.0,114600.0,163
SPFB.RTS-12.18,1,18/10/18,14:52,114600.0,114600.0,114570.0,114570.0,186
SPFB.RTS-12.18,1,18/10/18,14:53,114580.0,114600.0,114500.0,114540.0,816
SPFB.RTS-12.18,1,18/10/18,14:54,114540.0,114560.0,114380.0,114420.0,1966
SPFB.RTS-12.18,1,18/10/18,14:55,114400.0,114460.0,114380.0,114390.0,927
SPFB.RTS-12.18,1,18/10/18,14:56,114380.0,114400.0,114310.0,114370.0,1374
SPFB.RTS-12.18,1,18/10/18,14:57,114370.0,114430.0,114360.0,114390.0,588
SPFB.RTS-12.18,1,18/10/18,14:58,114410.0,114420.0,114380.0,114410.0,367
SPFB.RTS-12.18,1,18/10/18,14:59,114410.0,114410.0,114350.0,114370.0,366
SPFB.RTS-12.18,1,18/10/18,15:00,114360.0,114370.0,114320.0,114320.0,415
SPFB.RTS-12.18,1,18/10/18,15:01,114330.0,114340.0,114270.0,114310.0,1328
SPFB.RTS-12.18,1,18/10/18,15:02,114310.0,114310.0,114190.0,114210.0,1371
SPFB.RTS-12.18,1,18/10/18,15:03,114200.0,114220.0,114140.0,114160.0,1764
SPFB.RTS-12.18,1,18/10/18,15:04,114160.0,114170.0,114110.0,114110.0,1361
SPFB.RTS-12.18,1,18/10/18,15:05,114120.0,114200.0,114100.0,114180.0,1013
SPFB.RTS-12.18,1,18/10/18,15:06,114170.0,114200.0,114150.0,114180.0,413
SPFB.RTS-12.18,1,18/10/18,15:07,114180.0,114220.0,114180.0,114180.0,509
